Feature,Count,Missing %,Cardinality,Minimum,1st Quartile,Mean,Median,3rd Quartile,Maximum,Standard Dev.
Price (€),54000,0.0,6788,5260.0,158590.3075,327020.43469944445,251982.0,365000.0,135859819.26,1108049.465773783
